Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Congo, Dem. Rep.",COD,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,0.492545374,-13.46024006,2.707507494,1.532729694,3.804968358,1.976935937,-1.483124158,5.328287199,-3.299006834,0.170600656,3.065123809,2.80773791,2.003726398,3.2008105,2.117386624,2.623947861,2.759281313,2.356443798,2.033727848,2.923511176,2.801555084,2.611658031,2.803394834,3.121634412,1.878915089,-0.819673779,11.60468574,2.099996106,-2.720342648,-1.454144972,2.300002429,-11.69981993,-1.506816551,-3.63445038,0.663586728,1.610480641,0.481645726,5.637787939,2.763457484,2.772520637,2.781430804,3.614424055,3.571958292,3.453097133,4.245800003,4.73978133,4.65686075,3.260058031,1.610424479,1.573805656,3.143773157,2.532117265,2.35104706,2.387478785,
"Congo, Rep.",COG,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,-3.571387899,0.601704556,0.698910589,4.367255195,-9.816228734,8.280497539,6.470529369,4.41966631,-3.174547318,8.743145016,3.517797196,3.88333387,3.73847911,3.603420599,3.478379716,-4.621780054,3.964515312,-0.423668986,6.38301874,7.597414106,4.395633179,4.999973655,4.511304418,-1.678657062,0.731707297,0.811137968,9.816260366,6.640129461,3.777844782,1.581027638,-9.510918356,6.658821356,-9.73902388,-3.186543442,6.470154343,0.539999989,0.790974559,1.681627827,-6.478779796,4.363207567,8.022598853,8.577405847,6.262042394,4.80507705,4.411764716,1.392321673,-1.367136505,7.224849374,0.525989117,3.874652596,4.982168495,15.8192628,3.681013111,0.213205398,-0.772252157,0.841273372,9.952084177,-0.033657833,0.823455877,3.906225455,1.900006479,2.999999984,
Colombia,COL,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,2.789261186,7.08752602,6.283793656,3.544617077,3.432570242,0.816504692,7.816220759,2.364557619,5.547542956,5.781781214,3.052725129,3.268150822,8.115246797,4.844794136,2.213655443,3.202474144,-1.893856336,2.808705085,1.754484846,1.646686448,3.375474868,6.38442075,2.76916543,4.298742268,5.82606341,3.461679013,1.258779055,1.709295717,2.539973152,3.7330167,-1.235266337,0.650095567,0.038786137,-0.047597669,3.849374888,1.767643291,4.550783795,3.090085974,2.977317595,2.813701612,2.131419979,3.931089702,-0.805188996,-0.232995115,0.303852142,1.910222066,2.503316464,7.453565009,2.910672466,4.299956654,2.736680243,5.576343521,1.593930802,2.717329813,2.33702337,3.065800804,-1.767669943,
Comoros,COM,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.866363782,6.382273671,4.821929187,4.108802029,2.281593119,1.866046512,1.638266396,2.688230009,-3.181325027,5.091454598,-5.395132858,8.531486329,3.004974791,-5.276851777,3.610300429,-1.290739483,4.030281666,1.282775313,1.922893102,10.84921144,2.332271074,2.324587995,2.104795378,1.91896811,2.837843084,2.647539952,1.390148822,2.200512647,4.999526784,2.699596638,2.099835436,-1.498968452,5.299501467,-1.155283807,-0.482273064,1.895962391,3.785904576,5.532654025,0.911409994,4.438564159,3.437541388,2.212878027,
Cabo Verde,CPV,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-6.722696252,-19.77983732,-5.342314036,3.256648232,26.51003054,7.086206547,33.34824567,7.943840343,-2.786649795,-11.44929087,-7.101105211,-4.720598113,28.06945519,11.1980535,23.53716906,1.893454819,4.716158779,3.891126941,43.775218,9.585121626,-8.270889868,-3.29127008,1.981330992,6.069549035,-3.790339162,0.284388121,31.65568869,-1.52611445,15.97393244,-2.669438275,-1.07773353,11.55549816,1.1529633,1.072235793,9.351844289,6.766416297,-12.50856305,-13.31367248,-0.466213875,13.81527521,3.140263168,-14.34951911,
Costa Rica,CRI,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,3.676658979,6.128753241,-0.29106997,4.367118167,2.047437906,8.990242299,7.866411829,9.027324443,10.3926097,4.106617076,4.614468593,5.421172454,5.648535563,-1.692749919,3.034437948,0.498202685,2.202560241,6.600356112,0.495334639,-0.498624484,5.097632625,-4.702400526,3.997009432,10.06470165,-5.521780636,4.796851734,4.227138942,4.571790253,7.440171339,2.496099844,6.253170977,5.024873931,4.161105056,5.368503361,9.525282503,2.196608607,5.373506746,8.061109835,3.730724553,-1.319402343,0.588011977,-2.49778089,7.668125152,2.28931518,2.119541153,9.118449338,4.604895933,-3.239404103,-3.355241935,6.332698592,-0.160541298,4.940387203,0.011065233,2.233979661,-2.483793461,5.284337649,3.744336641,4.00816117,-1.465229632,-1.371192552,2.225159786,-2.32939502,
Caribbean small states,CSS,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,-13.05451278,-1.999669504,2.425561364,-1.912794667,-0.788168247,1.135136614,-2.344537823,-2.852182984,2.376069198,1.911977937,1.888335752,5.909275645,0.379157795,0.473834629,2.165556436,5.670709943,6.304493025,0.924371513,2.671757465,2.985479527,5.035415846,-4.158753011,-4.720037428,5.513186164,-5.386326962,4.103649831,1.198866071,1.848507508,-5.882063957,-8.293042063,5.108192368,-1.293061267,-1.003109812,6.764254404,1.745744675,3.903543251,11.59537504,-1.612246342,5.721713646,1.623311546,-1.044416268,1.842995709,2.583220202,-4.589799517,-1.537965945,-1.549507098,5.480911273,
Cuba,CUB,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,8.569397358,4.822957493,3.451651633,1.024875138,9.42286458,5.353474175,8.758697665,6.721116691,1.246749481,-5.318014987,19.47339009,9.601411619,5.914309058,8.31059497,-2.171313434,1.529068436,2.190103407,3.449580984,0.427906488,-8.739931788,-23.99362097,-10.32287086,-22.73828476,-4.919454175,4.105075354,17.46586293,2.335241945,-14.11409764,11.62419365,9.120558448,0.891405799,-2.515461774,2.393772991,0.20826825,-11.64372175,-6.045553252,18.03843024,0.63630097,-0.205490279,-5.913410771,4.320987654,0.699300699,4.700854701,2.244897959,2.49001996,5.80846195,-1.408262428,2.665195336,-10.95603946,-22.92336754,-13.15493144,-6.071237892,
Curacao,CUW,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.634818504,5.481393975,10.21907871,-1.467105417,3.633926163,1.07698078,1.732677016,8.219565573,2.200440226,2.627558403,7.647409875,0.999122722,4.388843314,-2.233907315,7.742000307,,
Cyprus,CYP,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,8.463234884,0.102653271,-3.282060678,3.605532812,5.629479809,-0.67826428,0.39022087,-1.069022216,9.332027903,-0.269534823,-0.540526553,3.442022594,10.9457123,3.314924162,0.763942078,-15.0871726,21.33926144,3.752751445,-10.92196907,30.10562135,3.617585062,-15.86109884,13.75362772,5.077132085,-2.479118026,6.761450666,4.335485116,-8.204682919,2.96309484,-6.425453802,-11.80841493,-6.361945155,-8.16681245,-8.456229818,7.661596038,4.916305192,-4.549068146,-4.909255944,-14.90411218,2.914664851,16.51090716,-6.893963926,-2.33775913,6.17437486,-1.859729639,-0.113383605,0.796758653,
Czechia,CZE,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.15432741,-15.09532265,-2.516139222,-7.63186407,4.051743039,2.013359181,2.495171801,-0.234777264,-3.094636905,2.937068768,12.57745737,9.290738043,-7.125810593,-22.79521873,1.697444078,30.23135086,-19.91542314,-9.252726801,8.61980564,-1.715810042,7.015447164,6.747589029,5.255335999,-3.795563482,4.080489736,4.690515066,11.05557919,-14.88701286,-8.261224184,
Germany,DEU,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.542245966,-9.713050031,-26.11320043,2.231178439,3.644964901,0.879181784,-2.022830977,8.302208597,-3.903874218,-3.397680016,-1.212441668,2.023408721,30.53000417,-27.03419772,-6.247164823,24.96659581,18.85197374,-3.048109529,-11.53069639,-4.477896753,2.882515391,2.53997159,9.671949676,-13.79310345,-1.75,6.086533644,-17.59570782,13.62207322,2.715441887,7.980845201,-6.171488091,
Djibouti,DJI,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.821115722,1.330218361,-4.364272483,35.1368087,14.99216559,12.86880267,11.48969288,16.46951121,-3.182138369,
Dominica,DMA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,11.01540995,-33.41676685,-2.061460155,19.88221266,1.70915619,0.117956236,6.151721133,-5.313273281,17.57830674,3.953171704,6.571107921,-15.73800872,8.952913173,-0.72853544,1.83127572,-0.127971981,-4.646614513,-9.052974043,5.86359748,-2.049511496,-2.362381881,-2.696059605,-1.191979792,-5.424622513,-2.382159149,-5.183454483,0.109519029,-0.364664053,1.244395645,-7.916854948,13.49494553,1.738152888,-8.287292818,7.312326228,7.815873564,4.581864787,-0.153186275,-2.784596502,9.311133907,-19.05002527,-27.37649367,21.63555992,3.230365435,23.39135537,-0.681566017,
Denmark,DNK,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,3.870970839,2.399197994,2.612686928,-19.45436606,18.76374416,3.138362517,-5.790631146,16.63950959,-5.201788259,-11.55598256,15.49424083,3.52450664,1.133051374,0.665752075,9.779450826,8.789586966,-6.505177787,21.32333883,-1.320194688,-0.752555877,-9.589397719,1.329724804,14.25113227,5.71580441,-1.306929593,2.727583854,24.33244371,3.322115305,5.262562957,2.721657862,3.363299531,1.509164521,-1.216700094,7.080708,4.333429352,-4.809953236,0.132083366,2.555596878,-6.167493944,4.370253605,6.417456746,-24.64431008,-3.41667771,30.21692844,-10.73262746,11.45010931,-4.629733356,17.09810354,-12.52039367,-15.28896482,14.04064005,-1.381652746,1.907919905,2.339606696,-5.177521023,-6.798893254,
Dominican Republic,DOM,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,17.05286257,30.17216296,5.361639001,3.840315475,8.602065109,0.027067296,-2.510970258,7.326831708,1.770736252,4.555860807,1.094810598,4.873294348,5.493597686,4.600626468,3.088152724,0.018155411,-3.557814486,-0.527009222,2.894985808,-1.324016182,2.254938503,-8.583925644,4.246411509,14.08414281,1.823877076,-5.659917569,8.790633191,3.612789557,-0.056063849,4.076277474,-2.20088007,1.383833594,12.31427273,2.46541071,7.910377329,-4.538997635,7.447659446,8.078195033,4.391367422,-2.657872469,10.19393297,7.825463236,7.298334087,2.765573025,2.870966863,2.414916118,2.346529064,5.644338001,5.819229813,5.499131802,4.088768495,2.835598738,2.638431525,5.037335642,
Algeria,DZA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.599999988,12.79999999,-1.200000001,19.50000001,5.399999999,2.299999997,8.099999997,2.499999999,-3.800000001,21.1,4.900000006,11.59999999,7.200000001,8.2,2.500000003,5.999999994,1.800000006,0.999999999,3.499999997,2.700000001,1.699999997,-1.900000001,5.800000003,
East Asia & Pacific (excluding high income),EAP,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,1.837487385,4.484293053,8.599843515,10.94172637,7.410321264,7.131907184,1.16666338,0.852367658,1.552771787,6.574044171,2.367098765,-0.030133481,8.61876671,3.663049215,1.712254996,0.559913471,-0.926749768,1.075646651,4.969124012,0.037007533,6.431087924,8.714976586,6.617708276,10.1918551,2.165595443,3.062104089,3.873884275,3.391186946,3.729565353,5.068792273,2.461819183,4.871953204,0.693459471,2.891410119,4.370544648,4.744753536,2.929215964,2.32457803,2.987433749,2.626708221,2.740467516,2.752901426,3.238429248,5.364020686,4.61549106,4.58791346,3.727820748,4.753422635,3.340991993,3.807004923,4.160423623,4.224039816,3.6296162,3.764529365,3.322452868,2.783072028,3.914371704,3.465584492,2.898491478,2.499408167,5.720456494,3.663037514,
Early-demographic dividend,EAR,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,0.596641085,1.239462018,7.634279951,-5.088685928,1.291826908,7.441600841,2.292410422,3.72372712,4.484167999,0.943864082,-1.013252329,3.954714843,2.023278763,5.215315222,0.938187089,5.007973379,2.976441069,-3.873491625,6.374157138,3.929879601,1.089631317,4.592851855,1.864043444,2.073686894,1.968132812,1.061882745,7.897398186,0.938689093,4.105856382,0.779938168,4.369582415,1.969519359,2.441628931,1.317982049,6.236008241,-0.2530656,4.243354917,1.742363146,1.914507639,3.314730434,-0.389748315,5.214331563,2.168140028,5.246873492,3.583299743,3.641220971,0.746870509,1.246476881,5.940309467,4.456060912,2.382081262,4.60135912,1.708648174,2.343866295,3.488471628,4.65495448,1.972137451,4.412743142,2.663046252,2.221848631,2.96608579,
East Asia & Pacific,EAS,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,2.486215729,3.922426365,8.509920218,11.26260783,7.120014647,7.149486698,1.022271254,1.044269343,1.780401151,6.194336374,2.56612599,0.259371321,8.386300025,3.628581854,1.791867405,1.491940433,-0.403823223,0.226978579,6.057611703,-1.292981972,5.065999256,8.766060001,5.398786409,10.34858402,2.361466416,2.705034154,3.544712331,3.349492487,3.413094104,4.756299402,2.553364235,4.393461095,0.835788013,2.67490644,2.786762284,5.19969301,2.61364985,1.70632389,2.988684298,3.066040571,1.741421794,2.855028173,1.203408043,4.658983454,4.123648345,4.176215562,3.162105029,5.008960771,3.041769831,2.948834277,3.93510212,3.730753905,3.259368062,3.332240582,2.820629597,1.879034482,3.881024826,2.971251504,2.610368853,1.915853254,5.9202017,3.973013296,
Europe & Central Asia (excluding high income),ECA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.773534966,-2.994327484,-3.261209935,-7.901661798,-3.98365635,-1.8057477,1.46352997,-5.176779396,4.09810631,7.175406913,3.027518193,4.990407784,-0.966032623,4.703422129,3.486078548,2.560543332,-1.525515834,5.890419136,3.033102729,-1.577527148,9.184955378,-0.450974986,5.107849836,2.102824353,4.696649373,1.711523046,2.142721944,2.011830743,2.758156704,2.055805561,0.439963904,1.467210993,
Europe & Central Asia,ECS,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.093616631,-0.219648585,-2.730792802,-5.567423043,-0.724296691,1.327591669,1.270918603,-1.413702612,3.467991557,2.508492991,0.675993305,2.858420569,-2.427038993,8.51569303,-2.742883103,0.539500669,0.085545414,6.0771698,1.210209656,-2.605420333,6.168146357,-3.441224819,3.673751614,5.41931653,0.707135481,-0.53019734,2.198453183,0.40621898,2.005093551,-0.215201349,0.183345263,-1.29002372,
Ecuador,ECU,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,5.369949273,8.598937582,0.596147969,0.501443546,-1.179316598,0.544941093,3.271749682,-2.986686517,3.500207312,4.098905533,-0.789983541,3.013971182,-0.478326475,8.000270154,6.855285391,0.945512265,-3.294061968,-12.36385058,1.899367715,1.716545919,13.83122874,0.420536225,-17.17272589,14.84728489,7.92272189,12.79578859,5.443481712,5.625826313,6.856389498,4.434530082,8.528032362,4.023495758,-0.498318813,5.288889375,3.3455579,5.928412158,5.221559408,-2.979508723,8.849039529,0.834332005,4.965135361,1.766687563,6.607247953,2.385050814,7.058366273,4.30875212,3.419525807,1.667102532,1.715203926,0.73926763,7.941257996,0.775396909,6.693635299,7.581121506,2.909047967,0.859837313,5.530198471,0.115003306,1.617481695,0.357575961,3.386402385,-1.012630536,
"Egypt, Arab Rep.",EGY,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,-0.567901234,-7.375217284,14.31635389,6.214821764,5.321262973,1.761006292,-4.511742896,1.510248115,2.019128579,2.403661222,-1.347324784,3.952724892,3.006568971,0.245278391,6.14496856,2.029834485,-3.384738634,5.583195133,4.188481677,3.496702579,0.141563449,4.027758763,1.283000249,4.019488429,2.107728336,4.128440371,3.414096915,3.619824096,2.920683401,2.772883205,2.445407016,1.955430292,2.490774926,3.834383406,2.899618604,3.070637291,3.432774792,4.830237353,3.701172931,3.79969257,3.600498451,3.480100738,2.75942338,3.256158667,3.248658095,3.68,3.34757001,3.17050197,3.47448069,2.721961314,2.919345897,3.00242366,3.006372072,3.071420267,3.096850081,3.241190991,3.073872065,3.340886115,3.422575853,3.816064,3.973932704,
Euro area,EMU,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.690804553,-3.88583905,-5.529441209,2.513189272,4.831637411,2.408420865,1.085950879,3.761557902,0.552077866,-2.72064946,0.571230266,-4.126031723,11.92162452,-8.13418299,-0.532083914,4.68523318,4.341411006,-0.009370596,-1.724509431,2.407067037,-3.759518571,2.116706812,5.156936042,0.340718962,-2.109023576,1.78785819,-0.209429183,0.527192052,-2.002748788,0.979157331,-3.685890065,
Eritrea,ERI,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.44491355,36.6749712,-11.69324147,-5.760961488,0.510947983,57.35294202,-7.661240455,-43.49619038,29.14639019,-7.534239698,-11.85185794,-3.151258872,69.63124504,8.823524246,1.292600388,-43.48736213,3.600002299,,,,,,,,,,,,,,
Spain,ESP,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.94063728,6.943065957,2.965619068,-0.651425762,7.740525382,-0.872693868,0.934435092,-0.241009946,-2.024772788,-7.538455517,6.260847479,7.836029002,-1.980124866,-3.128180002,2.645605571,4.85539931,-9.427414691,13.87292465,-1.31781859,4.688165933,4.773374949,-3.655732928,7.504873294,-5.864882609,1.112550231,4.158181699,-19.80322906,
Estonia,EST,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.531482079,22.93800256,31.15959601,-13.75239901,14.049734,-19.43399473,15.76007308,9.817819511,1.637479806,0.136313929,7.590934257,27.08676101,2.075656037,-18.67952304,9.289690851,8.294500635,1.659003426,-4.960508232,12.25867555,2.784479152,-23.78971397,6.82856488,-10.47112566,35.71004781,-0.300201449,-15.62944952,-24.91220561,
Ethiopia,ETH,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-3.140590142,14.05488998,-12.3896796,-20.52823147,16.51840093,17.38135399,-1.442499045,0.936329766,5.42524389,2.472221322,-1.566446028,6.586934214,-2.579820816,3.766696779,16.96198794,2.002147148,-9.640327399,3.397766244,3.053162715,9.624306669,-1.87554733,-10.48488488,16.94482139,13.54293801,10.90878145,9.448316885,7.501473025,6.36096033,5.130302621,9.014984817,4.922098723,7.098457639,5.44672929,6.377789827,4.199835314,6.677348266,3.506834777,3.834364931,4.253859862,5.54965867,6.118488151,
European Union,EUU,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.391334054,1.853437357,-0.716314551,2.473647369,-0.396793592,-0.44046304,0.048664613,-2.914974004,12.44528952,-7.534914963,-0.632499462,1.585992973,5.149389277,0.539186292,-2.579227797,2.618592973,-4.924589337,3.439303045,5.36075272,-0.655297999,-1.366073011,2.162484491,-0.281587368,0.446681082,-1.608598611,0.691983053,-4.414789622,
Fragile and conflict affected situations,FCS,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,5.240566865,-1.889814783,-2.400234874,3.710625829,7.926850173,2.605495027,1.601575167,9.314747323,-1.784815919,-2.046180599,4.7350025,3.119775747,0.844910451,2.443938829,5.423671644,4.189100171,3.601705634,2.291059135,-2.067292995,5.35643609,15.23501165,1.732104642,3.239027892,7.652961719,6.510945935,0.359189493,3.865639097,4.732792588,3.739603591,3.234286807,3.143677711,4.045063279,1.633448476,-0.065310496,3.48351441,2.337839714,2.816119155,3.630266843,1.061394317,0.337116465,0.621073691,
Finland,FIN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,3.995211618,-1.94953467,3.421052632,10.31947313,7.483348357,-11.20929058,3.070798976,6.731034483,4.006203153,-2.659045726,-4.952769977,-16.70695676,11.77039665,0.086555107,9.714615163,-4.335260116,-3.70777259,8.442669709,1.262493425,-1.636363636,-5.122788487,7.458947954,-10.07511008,0.201612903,8.450704225,-1.908295786,-0.081059173,-3.380205516,-0.867618248,4.488989272,2.053499054,6.883770188,0.148625217,7.172891417,0.807754443,-0.824175824,-2.308402585,1.701323251,6.854089219,3.587736464,2.225020991,2.217659138,-0.823623945,5.185335224,2.15674947,1.413760603,-3.159851301,
Fiji,FJI,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,1.131047545,0.559184361,6.95086335,-3.379536189,8.609850116,-5.450033957,-0.786046235,6.338053039,-3.47682321,0.514557029,3.83958216,16.10520845,-1.273895662,17.13263341,-6.487142819,12.95809577,1.738137031,-18.10934207,25.79970104,-13.70922316,19.15439338,-6.559142285,-2.186420884,18.00882996,-4.545095202,-1.649879094,3.615705391,0.775669497,10.95323997,-3.201722536,4.454508792,-10.31985833,-7.963218883,13.62416231,-1.265532935,-5.69195976,4.69940074,-4.312430952,5.173602391,0.852643427,4.995078173,-4.898292631,-1.159482608,-8.090669448,-2.648348546,6.047834894,6.742613367,1.876412407,1.71E-06,2.921566834,-10.90779631,10.78524796,3.683993874,4.522657032,3.118428588,0.79226025,4.101966332,
France,FRA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,-5.214153169,8.86542226,-5.113165791,1.038117149,3.513725308,-0.492499035,7.880910712,4.277244401,-2.084743289,2.288122261,-0.17571033,7.846457329,7.363462703,-4.221481969,-6.098524821,-2.88649282,2.276074156,14.62233372,8.457057789,-1.721687083,-1.162540998,16.64588654,-6.631038124,4.693175567,5.76630455,0.148321443,3.069741253,-1.545762455,3.883066394,6.781897918,-9.353321781,14.61558956,-5.967230646,0.550932505,4.298062618,6.611410661,-0.080300854,3.115980868,5.076520085,-0.913659291,-2.871724003,5.696069697,-15.24923746,21.30538475,-5.815790868,0.208796205,-0.782208643,4.475503475,6.524534179,-3.396542802,3.989880835,-8.41262262,-1.929867744,14.70396571,0.140475819,-12.36233321,8.234853348,3.914288249,-2.310370166,-6.118655365,-4.41429058,7.495426649,
Faroe Islands,FRO,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.422887813,-8.565533558,15.280884,-8.819906252,6.984922993,-3.238222982,1.908230905,2.992525921,-7.34929433,4.19378931,0.102061979,5.732724857,-0.12118191,-0.285682325,-3.117681069,10.52657832,-1.450926856,-5.632215678,5.598691143,9.539862399,-4.79756436,-0.879600631,0.139247681,2.691655171,-7.838762572,-5.70550698,-6.95755995,
Gabon,GAB,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.185185139,-2.772643234,4.562737635,3.272727298,4.489436605,-1.432181948,-1.965811983,10.5492589,-8.517350121,-0.689655171,0.868055511,6.02409642,4.301948052,1.478599213,-1.303680961,0.932400905,4.311008462,0.885608879,0.146305791,5.259313358,2.984038851,-3.614894907,1.156674286,-0.510921746,12.67064572,3.073761676,5.935084065,-6.791402149,-6.993085109,-5.203385835,2.251028082,4.693941051,4.533375153,9.688036192,8.247833203,11.65585414,12.17747381,9.490879855,7.869503255,4.837164051,9.181733003,11.42219454,
United Kingdom,GBR,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.232455529,4.071320316,-7.607350999,-0.793201435,-1.644142806,-3.836148406,2.515211891,15.89498854,14.29547983,8.275243005,0.855324154,22.83422257,-4.120272811,-11.01819668,9.702401229,-1.626076479,-11.93355719,26.52444085,-7.142335726,-16.37313481,27.35067472,-16.25933013,-1.459283491,41.11022923,-13.64921994,-10.55236442,4.824676286,-10.1986969,16.75885706,-9.297502627,-6.78202092,1.120649238,
Georgia,GEO,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.727536458,11.69917871,-11.70361224,3.136702787,-4.369042659,-6.491039622,16.36334532,8.97289529,-5.007777719,13.31755833,-0.904862946,-0.129041333,-2.759807511,-7.687060077,13.79923325,0.653087257,8.059940702,1.488798558,0.488763687,
Ghana,GHA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.717656692,7.404239867,7.225542662,5.276573459,0.84611379,2.30194985,5.955422964,0.900467027,2.057249909,2.733034319,6.213839184,4.875724295,4.655108008,7.283710902,8.45684884,4.154630219,
Gibraltar,GIB,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
